hex_id,priority_habitat_share,distance_to_priority_habitat_m,agri_opportunity_score_raw,flood_extent_share,flood_weighted_share,distance_to_flood_m,flood_proximity_score,flood_opportunity_score_raw,flood_feature_source,peat_extent_share,peatland_context_share,peat_weighted_share,distance_to_peat_m,peat_proximity_score,peat_opportunity_score_raw,peat_feature_source,bird_species_richness,bird_record_count,mammal_species_richness,mammal_record_count,cell_area_ratio,connectivity_score,undersized_cell_penalty,run_profile,flood_source_path,flood_source_layer,flood_clean_path,peat_source_path,peat_source_layer,peat_clean_path,bird_species_richness_score,bird_record_coverage_score,bird_observation_score_raw,mammal_species_richness_score,mammal_record_coverage_score,mammal_observation_score_raw,biodiversity_taxa_present,biodiversity_record_coverage_score,biodiversity_observation_score_raw,scenario_nature_first,scenario_balanced,scenario_low_conflict,restoration_opportunity_score,habitat_mosaic_score,lnrs_name
hex_0012868,0.0,723.3438643594241,100.0,0.0,0.0,544.2229164119695,97.57297228159891,29.27,dedicated_dataset,0.8930963191768424,0.8930963191768424,0.8930963191768424,0.0,100.0,92.52,dedicated_dataset,0.0,0.0,0.0,0.0,0.9999999999999706,95.5541222763216,1.0,canonical_published,data/interim/canonical_sources/ea_flood_zones_simplified.parquet,,data/interim/flood_ea_flood_zones_simplified_clean.parquet,data/interim/canonical_sources/england_peat_map_simplified.parquet,,data/interim/peat_england_peat_map_simplified_clean.parquet,0.0,0.0,0.0,100.0,0.0,0.0,0,0.0,0.0,61.71,63.4,65.84,95.55,0.0,
hex_0013294,10.455765439873689,285.5160617634706,100.0,0.0,0.0,543.7882113535459,97.5749109012239,29.27,dedicated_dataset,0.8612277760186899,0.8612277760186899,0.8612277760186899,0.0,100.0,90.29,dedicated_dataset,0.0,0.0,0.0,0.0,0.9999999999999706,98.24513684114716,1.0,canonical_published,data/interim/canonical_sources/ea_flood_zones_simplified.parquet,,data/interim/flood_ea_flood_zones_simplified_clean.parquet,data/interim/canonical_sources/england_peat_map_simplified.parquet,,data/interim/peat_england_peat_map_simplified_clean.parquet,0.0,0.0,0.0,100.0,0.0,0.0,0,0.0,0.0,61.34,63.4,67.91,87.97,52.28,
hex_0009047,23.425223076658366,0.0,100.0,0.16573440012575247,0.06629376005030098,15.504779593415911,99.93085456582935,34.62,dedicated_dataset,0.935642328724493,0.935642328724493,0.935642328724493,0.0,100.0,95.49,dedicated_dataset,0.0,0.0,0.0,0.0,1.0,100.0,1.0,canonical_published,data/interim/canonical_sources/ea_flood_zones_simplified.parquet,,data/interim/flood_ea_flood_zones_simplified_clean.parquet,data/interim/canonical_sources/england_peat_map_simplified.parquet,,data/interim/peat_england_peat_map_simplified_clean.parquet,0.0,0.0,0.0,100.0,0.0,0.0,0,0.0,0.0,60.46,63.36,69.33,76.57,82.87,
hex_0165555,6.264018980116353,261.5282374865652,100.0,0.0,0.0,496.0463060536323,97.78782168465084,29.34,dedicated_dataset,0.832710825791314,0.832710825791314,0.832710825791314,0.0,100.0,88.29,dedicated_dataset,0.0,0.0,0.0,0.0,1.0,98.39257285166292,1.0,canonical_published,data/interim/canonical_sources/ea_flood_zones_simplified.parquet,,data/interim/flood_ea_flood_zones_simplified_clean.parquet,data/interim/canonical_sources/england_peat_map_simplified.parquet,,data/interim/peat_england_peat_map_simplified_clean.parquet,0.0,0.0,0.0,100.0,0.0,0.0,0,0.0,0.0,61.49,63.35,67.02,92.23,31.32,
hex_0012921,0.0,890.2162459955327,100.0,0.0,0.0,1017.2224043932208,95.46357403043999,28.64,dedicated_dataset,0.9238158242769539,0.9238158242769539,0.9238158242769539,0.0,100.0,94.67,dedicated_dataset,0.0,0.0,0.0,0.0,0.9999999999999706,94.52847701855733,1.0,canonical_published,data/interim/canonical_sources/ea_flood_zones_simplified.parquet,,data/interim/flood_ea_flood_zones_simplified_clean.parquet,data/interim/canonical_sources/england_peat_map_simplified.parquet,,data/interim/peat_england_peat_map_simplified_clean.parquet,0.0,0.0,0.0,100.0,0.0,0.0,0,0.0,0.0,61.58,63.29,65.78,94.53,0.0,
hex_0041198,14.177466314710479,48.409429178782645,80.0,0.4797816141981263,0.19191264567925054,0.0,100.0,43.43,dedicated_dataset,0.8348756548818579,0.8348756548818579,0.8348756548818579,0.0,100.0,88.44,dedicated_dataset,2.0,2.0,0.0,0.0,1.0,99.70246183951178,1.0,canonical_published,data/interim/canonical_sources/ea_flood_zones_simplified.parquet,,data/interim/flood_ea_flood_zones_simplified_clean.parquet,data/interim/canonical_sources/england_peat_map_simplified.parquet,,data/interim/peat_england_peat_map_simplified_clean.parquet,2.53,36.08,0.91,100.0,0.0,0.0,1,18.04,0.46,61.37,63.24,63.79,85.57,70.89,
hex_0004341,15.456860544370358,228.5004185930116,100.0,0.1588654312479276,0.06354617249917104,6.634667303296737,99.97041190114956,34.44,dedicated_dataset,0.7480887909176787,0.7480887909176787,0.7480887909176787,0.0,100.0,82.37,dedicated_dataset,0.0,0.0,0.0,0.0,1.0,98.59557124774467,1.0,canonical_published,data/interim/canonical_sources/ea_flood_zones_simplified.parquet,,data/interim/flood_ea_flood_zones_simplified_clean.parquet,data/interim/canonical_sources/england_peat_map_simplified.parquet,,data/interim/peat_england_peat_map_simplified_clean.parquet,0.0,0.0,0.0,100.0,0.0,0.0,0,0.0,0.0,60.56,63.12,68.82,83.36,77.28,
hex_0008725,6.650675864225253,209.23709991983355,100.0,0.026962331873883846,0.010784932749553538,161.43336970699545,99.28006842207803,30.54,dedicated_dataset,0.7804926267938279,0.7804926267938279,0.7804926267938279,0.0,100.0,84.63,dedicated_dataset,0.0,0.0,0.0,0.0,1.0,98.71396909915804,1.0,canonical_published,data/interim/canonical_sources/ea_flood_zones_simplified.parquet,,data/interim/flood_ea_flood_zones_simplified_clean.parquet,data/interim/canonical_sources/england_peat_map_simplified.parquet,,data/interim/peat_england_peat_map_simplified_clean.parquet,0.0,0.0,0.0,100.0,0.0,0.0,0,0.0,0.0,61.19,63.11,66.96,92.15,33.25,
hex_0097862,10.37029388178641,251.81146783973523,100.0,0.0,0.0,1196.566917422162,94.66376554913948,28.4,dedicated_dataset,0.8423430559927999,0.8423430559927999,0.8423430559927999,0.0,100.0,88.96,dedicated_dataset,0.0,0.0,0.0,0.0,0.9999999999999035,98.45229488961401,1.0,canonical_published,data/interim/canonical_sources/ea_flood_zones_simplified.parquet,,data/interim/flood_ea_flood_zones_simplified_clean.parquet,data/interim/canonical_sources/england_peat_map_simplified.parquet,,data/interim/peat_england_peat_map_simplified_clean.parquet,0.0,0.0,0.0,100.0,0.0,0.0,0,0.0,0.0,61.08,63.09,67.67,88.24,51.85,
hex_0004460,0.0,536.7820181383803,100.0,0.017552196621727204,0.007020878648690881,192.28474399723146,99.14248299835711,30.23,dedicated_dataset,0.8103872824392495,0.8103872824392495,0.8103872824392495,0.0,100.0,86.73,dedicated_dataset,0.0,0.0,0.0,0.0,1.0,96.70078459983074,1.0,canonical_published,data/interim/canonical_sources/ea_flood_zones_simplified.parquet,,data/interim/flood_ea_flood_zones_simplified_clean.parquet,data/interim/canonical_sources/england_peat_map_simplified.parquet,,data/interim/peat_england_peat_map_simplified_clean.parquet,0.0,0.0,0.0,100.0,0.0,0.0,0,0.0,0.0,61.39,63.07,65.61,96.7,0.0,
hex_0098444,20.365468710994445,62.44129191024421,100.0,0.9992619582621853,0.3997047833048742,0.0,100.0,57.98,dedicated_dataset,0.3107890111815558,0.3107890111815558,0.3107890111815558,25.98257709266441,99.88800433688822,51.72,dedicated_dataset,0.0,0.0,0.0,0.0,0.9999999999999035,99.61621800858532,1.0,canonical_published,data/interim/canonical_sources/ea_flood_zones_simplified.parquet,,data/interim/flood_ea_flood_zones_simplified_clean.parquet,data/interim/canonical_sources/england_peat_map_simplified.parquet,,data/interim/peat_england_peat_map_simplified_clean.parquet,0.0,0.0,0.0,100.0,0.0,0.0,0,0.0,0.0,59.13,63.06,70.02,79.33,98.17,
hex_0090796,19.77920521912736,211.20339582814373,100.0,0.026590704759560185,0.010636281903824076,148.35618356957923,99.33838771051124,30.55,dedicated_dataset,0.831576020497636,0.831576020497636,0.831576020497636,2.835950697422959,99.98777587851362,88.21,dedicated_dataset,0.0,0.0,0.0,0.0,1.0,98.70188368362105,1.0,canonical_published,data/interim/canonical_sources/ea_flood_zones_simplified.parquet,,data/interim/flood_ea_flood_zones_simplified_clean.parquet,data/interim/canonical_sources/england_peat_map_simplified.parquet,,data/interim/peat_england_peat_map_simplified_clean.parquet,0.0,0.0,0.0,100.0,0.0,0.0,0,0.0,0.0,60.47,63.04,69.58,79.18,98.9,
hex_0027505,0.0,725.9347068632668,80.0,1.0,0.4000000000000012,0.0,100.0,58.0,dedicated_dataset,0.5983797902970824,0.5983797902970824,0.5983797902970824,22.987433871532044,99.90091464405171,71.86,dedicated_dataset,0.0,0.0,0.0,0.0,0.9999999999999706,95.538198219257,1.0,canonical_published,data/interim/canonical_sources/ea_flood_zones_simplified.parquet,,data/interim/flood_ea_flood_zones_simplified_clean.parquet,data/interim/canonical_sources/england_peat_map_simplified.parquet,,data/interim/peat_england_peat_map_simplified_clean.parquet,0.0,0.0,0.0,100.0,0.0,0.0,0,0.0,0.0,60.92,63.04,61.08,95.54,0.0,
hex_0046502,14.336577597228953,254.80207137918305,100.0,0.0,0.0,514.9777506033275,97.70339462491876,29.31,dedicated_dataset,0.8335918725655589,0.8335918725655589,0.8335918725655589,0.0,100.0,88.35,dedicated_dataset,0.0,0.0,0.0,0.0,1.0,98.43391378719302,1.0,canonical_published,data/interim/canonical_sources/ea_flood_zones_simplified.parquet,,data/interim/flood_ea_flood_zones_simplified_clean.parquet,data/interim/canonical_sources/england_peat_map_simplified.parquet,,data/interim/peat_england_peat_map_simplified_clean.parquet,0.0,0.0,0.0,100.0,0.0,0.0,0,0.0,0.0,60.74,62.99,68.43,84.32,71.68,
hex_0043288,0.4264360309708934,419.10726390074126,80.0,0.698847774772597,0.2795391099090388,0.0,100.0,49.57,dedicated_dataset,0.7002100153649452,0.7002100153649452,0.7002100153649452,0.0,100.0,79.01,dedicated_dataset,0.0,0.0,0.0,0.0,1.0,97.42404720601564,1.0,canonical_published,data/interim/canonical_sources/ea_flood_zones_simplified.parquet,,data/interim/flood_ea_flood_zones_simplified_clean.parquet,data/interim/canonical_sources/england_peat_map_simplified.parquet,,data/interim/peat_england_peat_map_simplified_clean.parquet,0.0,0.0,0.0,100.0,0.0,0.0,0,0.0,0.0,61.35,62.98,60.95,97.01,2.13,
hex_0008761,23.388753018103266,204.48802295298208,100.0,0.15334218571049602,0.06133687428419841,0.6346673032967374,99.99716962463246,34.29,dedicated_dataset,0.9306563110992568,0.9306563110992568,0.9306563110992568,0.0,100.0,95.15,dedicated_dataset,0.0,0.0,0.0,0.0,1.0,98.74315828086715,1.0,canonical_published,data/interim/canonical_sources/ea_flood_zones_simplified.parquet,,data/interim/flood_ea_flood_zones_simplified_clean.parquet,data/interim/canonical_sources/england_peat_map_simplified.parquet,,data/interim/peat_england_peat_map_simplified_clean.parquet,0.0,0.0,0.0,100.0,0.0,0.0,0,0.0,0.0,60.05,62.98,69.09,75.65,83.06,
hex_0202989,0.0,1573.5292468734312,80.0,0.9927392500540779,0.39709570002163114,0.0,100.0,57.8,dedicated_dataset,0.7435005699397463,0.7435005699397463,0.7435005699397463,0.0,100.0,82.05,dedicated_dataset,0.0,0.0,0.0,0.0,0.8836862427751353,90.32864040061187,1.0,canonical_published,data/interim/canonical_sources/ea_flood_zones_simplified.parquet,,data/interim/flood_ea_flood_zones_simplified_clean.parquet,data/interim/canonical_sources/england_peat_map_simplified.parquet,,data/interim/peat_england_peat_map_simplified_clean.parquet,0.0,0.0,0.0,100.0,0.0,0.0,0,0.0,0.0,60.59,62.97,61.13,90.33,0.0,
hex_0181014,0.0,1196.1365129315893,80.0,0.9696968628548679,0.38787874514194715,0.0,100.0,57.15,dedicated_dataset,0.6899762916902997,0.6899762916902997,0.6899762916902997,43.145385275227696,99.81402552884269,78.24,dedicated_dataset,0.0,0.0,0.0,0.0,1.0,92.6482037944287,1.0,canonical_published,data/interim/canonical_sources/ea_flood_zones_simplified.parquet,,data/interim/flood_ea_flood_zones_simplified_clean.parquet,data/interim/canonical_sources/england_peat_map_simplified.parquet,,data/interim/peat_england_peat_map_simplified_clean.parquet,0.0,0.0,0.0,100.0,0.0,0.0,0,0.0,0.0,60.74,62.96,61.07,92.65,0.0,
hex_0203046,0.0,689.3171095898504,80.0,0.9994257150466264,0.39977028601865056,0.0,100.0,57.98,dedicated_dataset,0.5805749373494268,0.5805749373494268,0.5805749373494267,10.015583555766497,99.95682868878714,70.63,dedicated_dataset,0.0,0.0,0.0,0.0,0.9007825090227819,95.76326041724313,1.0,canonical_published,data/interim/canonical_sources/ea_flood_zones_simplified.parquet,,data/interim/flood_ea_flood_zones_simplified_clean.parquet,data/interim/canonical_sources/england_peat_map_simplified.parquet,,data/interim/peat_england_peat_map_simplified_clean.parquet,0.0,0.0,0.0,100.0,0.0,0.0,0,0.0,0.0,60.81,62.92,61.0,95.76,0.0,
hex_0009801,20.477200186287913,263.0872540198394,100.0,0.0,0.0,1223.915399911943,94.54180169378309,28.36,dedicated_dataset,0.8923522834116651,0.8923522834116651,0.8923522834116651,0.0,100.0,92.46,dedicated_dataset,0.0,0.0,0.0,0.0,1.0,98.38299069134105,1.0,canonical_published,data/interim/canonical_sources/ea_flood_zones_simplified.parquet,,data/interim/flood_ea_flood_zones_simplified_clean.parquet,data/interim/canonical_sources/england_peat_map_simplified.parquet,,data/interim/peat_england_peat_map_simplified_clean.parquet,0.0,0.0,0.0,100.0,0.0,0.0,0,0.0,0.0,60.39,62.89,69.42,78.24,97.61,
hex_0013183,0.0,596.7328657014502,100.0,0.0,0.0,849.7902149257051,96.21025806842458,28.86,dedicated_dataset,0.8255516325449087,0.8255516325449087,0.8255516325449087,0.0,100.0,87.79,dedicated_dataset,0.0,0.0,0.0,0.0,0.9999999999999706,96.33230958977128,1.0,canonical_published,data/interim/canonical_sources/ea_flood_zones_simplified.parquet,,data/interim/flood_ea_flood_zones_simplified_clean.parquet,data/interim/canonical_sources/england_peat_map_simplified.parquet,,data/interim/peat_england_peat_map_simplified_clean.parquet,0.0,0.0,0.0,100.0,0.0,0.0,0,0.0,0.0,61.21,62.84,65.45,96.33,0.0,
hex_0012974,0.0,533.3582222948993,100.0,0.0,0.0,1058.170327682092,95.28096182901291,28.58,dedicated_dataset,0.8133148209195853,0.8133148209195853,0.8133148209195853,0.0,100.0,86.93,dedicated_dataset,0.0,0.0,0.0,0.0,0.9999999999999706,96.72182822572012,1.0,canonical_published,data/interim/canonical_sources/ea_flood_zones_simplified.parquet,,data/interim/flood_ea_flood_zones_simplified_clean.parquet,data/interim/canonical_sources/england_peat_map_simplified.parquet,,data/interim/peat_england_peat_map_simplified_clean.parquet,0.0,0.0,0.0,100.0,0.0,0.0,0,0.0,0.0,61.18,62.77,65.39,96.72,0.0,
hex_0013330,1.4403720845539651,423.58055302865245,100.0,0.0,0.0,644.7433644251693,97.12468922287991,29.14,dedicated_dataset,0.78727957249375,0.78727957249375,0.7872795724937499,0.0,100.0,85.11,dedicated_dataset,0.0,0.0,0.0,0.0,0.9999999999999706,97.39655309503294,1.0,canonical_published,data/interim/canonical_sources/ea_flood_zones_simplified.parquet,,data/interim/flood_ea_flood_zones_simplified_clean.parquet,data/interim/canonical_sources/england_peat_map_simplified.parquet,,data/interim/peat_england_peat_map_simplified_clean.parquet,0.0,0.0,0.0,100.0,0.0,0.0,0,0.0,0.0,61.09,62.75,65.66,95.99,7.2,
hex_0182571,0.0,547.3705454891613,80.0,0.5682515745535496,0.22730062982141983,0.0,100.0,45.91,dedicated_dataset,0.7684601148099095,0.7684601148099095,0.7684601148099095,0.0,100.0,83.79,dedicated_dataset,0.0,0.0,0.0,0.0,1.0,96.63570449036291,1.0,canonical_published,data/interim/canonical_sources/ea_flood_zones_simplified.parquet,,data/interim/flood_ea_flood_zones_simplified_clean.parquet,data/interim/canonical_sources/england_peat_map_simplified.parquet,,data/interim/peat_england_peat_map_simplified_clean.parquet,0.0,0.0,0.0,100.0,0.0,0.0,0,0.0,0.0,61.28,62.74,60.66,96.64,0.0,
hex_0179693,0.0,1017.2805711872402,80.0,1.0,0.39999999999999997,0.0,100.0,58.0,dedicated_dataset,0.6208574724894316,0.6208574724894316,0.6208574724894316,2.634667303180322,99.9886434932668,73.46,dedicated_dataset,0.0,0.0,0.0,0.0,1.0,93.74750343092026,1.0,canonical_published,data/interim/canonical_sources/ea_flood_zones_simplified.parquet,,data/interim/flood_ea_flood_zones_simplified_clean.parquet,data/interim/canonical_sources/england_peat_map_simplified.parquet,,data/interim/peat_england_peat_map_simplified_clean.parquet,0.0,0.0,0.0,100.0,0.0,0.0,0,0.0,0.0,60.53,62.74,60.92,93.75,0.0,
hex_0086750,6.953279217991066,343.8164395568803,100.0,0.0,0.0,517.3030327792707,97.69302474867149,29.31,dedicated_dataset,0.7893935108884086,0.7893935108884086,0.7893935108884087,0.0,100.0,85.26,dedicated_dataset,0.0,0.0,0.0,0.0,1.0,97.88680608908736,1.0,canonical_published,data/interim/canonical_sources/ea_flood_zones_simplified.parquet,,data/interim/flood_ea_flood_zones_simplified_clean.parquet,data/interim/canonical_sources/england_peat_map_simplified.parquet,,data/interim/peat_england_peat_map_simplified_clean.parquet,0.0,0.0,0.0,100.0,0.0,0.0,0,0.0,0.0,60.8,62.71,66.75,91.08,34.77,
hex_0013332,4.870313932514823,349.32417180861296,100.0,0.0,0.0,1119.669633950759,95.00669825709176,28.5,dedicated_dataset,0.7958480116747275,0.7958480116747275,0.7958480116747274,67.14751649649017,99.71056640726924,85.62,dedicated_dataset,0.0,0.0,0.0,0.0,0.9999999999999706,97.85295399559149,1.0,canonical_published,data/interim/canonical_sources/ea_flood_zones_simplified.parquet,,data/interim/flood_ea_flood_zones_simplified_clean.parquet,data/interim/canonical_sources/england_peat_map_simplified.parquet,,data/interim/peat_england_peat_map_simplified_clean.parquet,0.0,0.0,0.0,100.0,0.0,0.0,0,0.0,0.0,60.92,62.69,66.3,93.09,24.35,
hex_0012710,1.0620982007314441,303.42595021558463,100.0,0.004594025339493596,0.0018376101357974383,288.1136523439915,98.71512242648872,29.74,dedicated_dataset,0.7414057718887563,0.7414057718887563,0.7414057718887563,0.0,100.0,81.9,dedicated_dataset,0.0,0.0,0.0,0.0,0.9999999999999706,98.13505755793747,1.0,canonical_published,data/interim/canonical_sources/ea_flood_zones_simplified.parquet,,data/interim/flood_ea_flood_zones_simplified_clean.parquet,data/interim/canonical_sources/england_peat_map_simplified.parquet,,data/interim/peat_england_peat_map_simplified_clean.parquet,0.0,0.0,0.0,100.0,0.0,0.0,0,0.0,0.0,60.99,62.63,65.5,97.09,5.31,
hex_0098618,0.0,515.7692538319834,100.0,0.09448029872494243,0.03779211948997697,302.240480242234,98.65212213405678,32.24,dedicated_dataset,0.7261055923419071,0.7261055923419071,0.7261055923419071,0.0,100.0,80.83,dedicated_dataset,0.0,0.0,0.0,0.0,0.9999999999999035,96.829935043134,1.0,canonical_published,data/interim/canonical_sources/ea_flood_zones_simplified.parquet,,data/interim/flood_ea_flood_zones_simplified_clean.parquet,data/interim/canonical_sources/england_peat_map_simplified.parquet,,data/interim/peat_england_peat_map_simplified_clean.parquet,0.0,0.0,0.0,100.0,0.0,0.0,0,0.0,0.0,60.85,62.62,65.35,96.83,0.0,
hex_0202931,0.0,2184.9645284363355,80.0,0.9904174604639184,0.3961669841855674,0.0,100.0,57.73,dedicated_dataset,0.8200123342339724,0.8200123342339724,0.8200123342339724,29.680580010388528,99.87206441347405,87.36,dedicated_dataset,0.0,0.0,0.0,0.0,0.9047692658703758,86.57058474864493,1.0,canonical_published,data/interim/canonical_sources/ea_flood_zones_simplified.parquet,,data/interim/flood_ea_flood_zones_simplified_clean.parquet,data/interim/canonical_sources/england_peat_map_simplified.parquet,,data/interim/peat_england_peat_map_simplified_clean.parquet,0.0,0.0,0.0,100.0,0.0,0.0,0,0.0,0.0,60.06,62.62,60.98,86.57,0.0,
hex_0095295,5.61926607749538,249.48479714476304,100.0,0.0,0.0,596.9252923520635,97.33793968121614,29.2,dedicated_dataset,0.7584669026418697,0.7584669026418697,0.7584669026418697,0.0,100.0,83.09,dedicated_dataset,0.0,0.0,0.0,0.0,0.9999999999999035,98.46659527138647,1.0,canonical_published,data/interim/canonical_sources/ea_flood_zones_simplified.parquet,,data/interim/flood_ea_flood_zones_simplified_clean.parquet,data/interim/canonical_sources/england_peat_map_simplified.parquet,,data/interim/peat_england_peat_map_simplified_clean.parquet,0.0,0.0,0.0,100.0,0.0,0.0,0,0.0,0.0,60.77,62.59,66.38,92.93,28.1,
hex_0090854,16.49561312701907,247.28512603895686,100.0,0.0,0.0,528.7641305070396,97.64191260136981,29.29,dedicated_dataset,0.8023608208617559,0.8023608208617559,0.8023608208617559,0.0,100.0,86.17,dedicated_dataset,0.0,0.0,0.0,0.0,1.0,98.48011507745738,1.0,canonical_published,data/interim/canonical_sources/ea_flood_zones_simplified.parquet,,data/interim/flood_ea_flood_zones_simplified_clean.parquet,data/interim/canonical_sources/england_peat_map_simplified.parquet,,data/interim/peat_england_peat_map_simplified_clean.parquet,0.0,0.0,0.0,100.0,0.0,0.0,0,0.0,0.0,60.23,62.58,68.59,82.24,82.48,
hex_0015764,10.42897152836219,296.03837952545956,100.0,0.0,0.0,985.5924340805221,95.60463169700655,28.68,dedicated_dataset,0.7906860271729864,0.7906860271729864,0.7906860271729864,0.0,100.0,85.35,dedicated_dataset,0.0,0.0,0.0,0.0,0.9999999999999706,98.18046367469829,1.0,canonical_published,data/interim/canonical_sources/ea_flood_zones_simplified.parquet,,data/interim/flood_ea_flood_zones_simplified_clean.parquet,data/interim/canonical_sources/england_peat_map_simplified.parquet,,data/interim/peat_england_peat_map_simplified_clean.parquet,0.0,0.0,0.0,100.0,0.0,0.0,0,0.0,0.0,60.49,62.53,67.32,87.94,52.14,
hex_0027391,0.0,799.7927407808562,80.0,0.8776511790251789,0.3510604716100716,3.3653326967032626,99.98499189304562,54.57,dedicated_dataset,0.6261547861888137,0.6261547861888137,0.6261547861888137,0.0,100.0,73.83,dedicated_dataset,0.0,0.0,0.0,0.0,0.9999999999999706,95.0842456748476,1.0,canonical_published,data/interim/canonical_sources/ea_flood_zones_simplified.parquet,,data/interim/flood_ea_flood_zones_simplified_clean.parquet,data/interim/canonical_sources/england_peat_map_simplified.parquet,,data/interim/peat_england_peat_map_simplified_clean.parquet,0.0,0.0,0.0,100.0,0.0,0.0,0,0.0,0.0,60.54,62.51,60.68,95.08,0.0,
hex_0127123,0.0,945.4901300116574,80.0,0.9423288495244522,0.3769315398097809,0.0,100.0,56.39,dedicated_dataset,0.6165041597192077,0.6165041597192077,0.6165041597192077,0.0,100.0,73.16,dedicated_dataset,0.0,0.0,0.0,0.0,1.0,94.18874796055793,1.0,canonical_published,data/interim/canonical_sources/ea_flood_zones_simplified.parquet,,data/interim/flood_ea_flood_zones_simplified_clean.parquet,data/interim/canonical_sources/england_peat_map_simplified.parquet,,data/interim/peat_england_peat_map_simplified_clean.parquet,0.0,0.0,0.0,100.0,0.0,0.0,0,0.0,0.0,60.4,62.51,60.73,94.19,0.0,
hex_0095848,3.721928988878373,286.4783302143874,100.0,0.0,0.0,566.8590553480565,97.47202369053687,29.24,dedicated_dataset,0.7462573854607448,0.7462573854607448,0.7462573854607448,0.0,100.0,82.24,dedicated_dataset,0.0,0.0,0.0,0.0,0.9999999999999035,98.23922246476144,1.0,canonical_published,data/interim/canonical_sources/ea_flood_zones_simplified.parquet,,data/interim/flood_ea_flood_zones_simplified_clean.parquet,data/interim/canonical_sources/england_peat_map_simplified.parquet,,data/interim/peat_england_peat_map_simplified_clean.parquet,0.0,0.0,0.0,100.0,0.0,0.0,0,0.0,0.0,60.76,62.49,65.94,94.58,18.61,
hex_0182686,19.118214760791837,77.9255641340686,100.0,0.27649723692590933,0.11059889477036373,160.60605610906472,99.28375792682587,37.53,dedicated_dataset,0.6235313701861995,0.6235313701861995,0.6235313701861995,28.68305134745376,99.8763641749519,73.61,dedicated_dataset,0.0,0.0,0.0,0.0,1.0,99.52104725462,1.0,canonical_published,data/interim/canonical_sources/ea_flood_zones_simplified.parquet,,data/interim/flood_ea_flood_zones_simplified_clean.parquet,data/interim/canonical_sources/england_peat_map_simplified.parquet,,data/interim/peat_england_peat_map_simplified_clean.parquet,0.0,0.0,0.0,100.0,0.0,0.0,0,0.0,0.0,59.62,62.47,69.17,80.49,95.59,
hex_0182629,21.222069273309714,82.84320097328627,80.0,0.8966939046240389,0.3586775618496156,0.0,100.0,55.11,dedicated_dataset,0.6405721976748812,0.6405721976748812,0.6405721976748812,0.0,100.0,74.84,dedicated_dataset,0.0,0.0,0.0,0.0,1.0,99.49082205585374,1.0,canonical_published,data/interim/canonical_sources/ea_flood_zones_simplified.parquet,,data/interim/flood_ea_flood_zones_simplified_clean.parquet,data/interim/canonical_sources/england_peat_map_simplified.parquet,,data/interim/peat_england_peat_map_simplified_clean.parquet,0.0,0.0,0.0,100.0,0.0,0.0,0,0.0,0.0,59.62,62.46,64.43,78.38,93.89,
hex_0086805,10.07128605501126,304.0764612317591,100.0,0.0,0.0,1052.0812020441297,95.3081170190251,28.59,dedicated_dataset,0.7829578442874693,0.7829578442874693,0.7829578442874692,0.0,100.0,84.81,dedicated_dataset,0.0,0.0,0.0,0.0,1.0,98.13105933167425,1.0,canonical_published,data/interim/canonical_sources/ea_flood_zones_simplified.parquet,,data/interim/flood_ea_flood_zones_simplified_clean.parquet,data/interim/canonical_sources/england_peat_map_simplified.parquet,,data/interim/peat_england_peat_map_simplified_clean.parquet,0.0,0.0,0.0,100.0,0.0,0.0,0,0.0,0.0,60.42,62.43,67.18,88.25,50.36,
hex_0048143,0.0,2433.439789823088,80.0,0.8385819574083563,0.3354327829633425,0.0,100.0,53.48,dedicated_dataset,0.9252970546639832,0.9252970546639832,0.9252970546639832,0.0,100.0,94.77,dedicated_dataset,0.0,0.0,0.0,0.0,1.0,85.0433849147695,1.0,canonical_published,data/interim/canonical_sources/ea_flood_zones_simplified.parquet,,data/interim/flood_ea_flood_zones_simplified_clean.parquet,data/interim/canonical_sources/england_peat_map_simplified.parquet,,data/interim/peat_england_peat_map_simplified_clean.parquet,0.0,0.0,0.0,100.0,0.0,0.0,0,0.0,0.0,60.0,62.42,60.81,85.04,0.0,
hex_0003799,22.867037961371572,196.47875232293302,100.0,0.04280338952762129,0.017121355811048514,203.37122769917522,99.09304148747474,30.93,dedicated_dataset,0.9123255600057567,0.9123255600057567,0.9123255600057567,0.0,100.0,93.86,dedicated_dataset,0.0,0.0,0.0,0.0,1.0,98.79238554279821,1.0,canonical_published,data/interim/canonical_sources/ea_flood_zones_simplified.parquet,,data/interim/flood_ea_flood_zones_simplified_clean.parquet,data/interim/canonical_sources/england_peat_map_simplified.parquet,,data/interim/peat_england_peat_map_simplified_clean.parquet,0.0,0.0,0.0,100.0,0.0,0.0,0,0.0,0.0,59.67,62.41,68.74,76.2,85.66,
hex_0165610,0.0,449.1023856375338,100.0,0.0,0.0,741.8358121932985,96.69169374460373,29.01,dedicated_dataset,0.7544664120393871,0.7544664120393871,0.7544664120393871,0.0,100.0,82.81,dedicated_dataset,0.0,0.0,0.0,0.0,1.0,97.23968863173407,1.0,canonical_published,data/interim/canonical_sources/ea_flood_zones_simplified.parquet,,data/interim/flood_ea_flood_zones_simplified_clean.parquet,data/interim/canonical_sources/england_peat_map_simplified.parquet,,data/interim/peat_england_peat_map_simplified_clean.parquet,0.0,0.0,0.0,100.0,0.0,0.0,0,0.0,0.0,60.81,62.4,65.14,97.24,0.0,
